query_trait,ontology,term_id,term_label,term_definition
feeding time,OBA,NBO:0000270,feeding behavior phenotype,NA
Molting Period,OBA,OBA:VT0002292,gestation period duration,The duration of a female pregnancy.
Molting Period,OBA,GO:0042303,molting cycle,NA
Molting Period,OBA,GO:0022404,molting cycle process,NA
Molting Period,OBA,OBA:2051617,level of period circadian protein homolog 3 in blood,The amount of a period circadian protein homolog 3 when measured in blood.
Molting Period,OBA,PR:000050150,period circadian protein homolog,Category=family.
percent moult,OBA,OBA:2050351,breast density,The mass density of a breast.
percent moult,OBA,HP:0010814,Abnormal position of hair whorl,"Placement of hair whorl should be described as parietal, vertex, eccentric, etc. In addition, the number of hair whorls should be noted. Five percent of the population has two whorls."
percent moult,OBA,HP:0033144,Abnormal circulating ceruloplasmin concentration,"Ceruloplasmin is a serum ferroxidase responsible for 90 percent of copper transport. Also, ceruloplasmin is a positive acute-phase reactant, meaning its levels will increase in inflammatory conditions or cell injury."
percent moult,OBA,HP:0002188,Delayed CNS myelination,"A delay in the process of myelination, which normally begins in the fifth fetal month and is about 90 percent complete at the age of two years. Myelination continues into early adulthood."
percent moult,OBA,HP:0010813,Abnormal number of hair whorls,"Most individuals have one clockwise hair whorl at a single point on the scalp lateral to the midline but close to the vertex of the skull. Five percent of the population has two whorls. A double hair whorl is sometimes referred to as a double crown. In 10%, whorl direction is counter-clockwise."
premolting period,OBA,OBA:VT0002292,gestation period duration,The duration of a female pregnancy.
premolting period,OBA,OBA:2051617,level of period circadian protein homolog 3 in blood,The amount of a period circadian protein homolog 3 when measured in blood.
premolting period,OBA,PR:000050150,period circadian protein homolog,Category=family.
premolting period,OBA,PR:000012549,period circadian protein homolog 3,Category=gene.
premolting period,OBA,PR:O70361,period circadian protein homolog 3 (mouse),Category=organism-gene.
weight,OBA,OBA:VT0004257,placenta mass,The mass of a placenta.
weight,OBA,OBA:2057477,level of low molecular weight phosphotyrosine protein phosphatase (human) in cerebrospinal fluid,The amount of a low molecular weight phosphotyrosine protein phosphatase (human) when measured in cerebrospinal fluid.
weight,OBA,HP:0001824,Weight loss,NA
weight,OBA,HP:0004324,Increased body weight,Abnormally increased body weight.
weight,OBA,HP:0004325,Decreased body weight,Abnormally low body weight.
feed conversion rate,OBA,OBA:0002011,micturition rate,The rate of a micturition.
feed conversion rate,OBA,OBA:0002200,reflex rate,The rate of a reflex.
feed conversion rate,OBA,OBA:0002672,gluconeogenesis rate,The rate of a gluconeogenesis.
feed conversion rate,OBA,OBA:0002850,spermatogenesis rate,The rate of a spermatogenesis.
feed conversion rate,OBA,OBA:0003172,anagen rate,The rate of a anagen.
mortality (adult),OBA,OBA:2050757,level of mortality factor 4-like protein 1 in blood,The amount of a mortality factor 4-like protein 1 when measured in blood.
mortality (adult),OBA,OBA:2050758,level of mortality factor 4-like protein 2 in blood,The amount of a mortality factor 4-like protein 2 when measured in blood.
mortality (adult),OBA,OBA:2042401,level of mortality factor 4-like protein 1 in blood serum,The amount of a mortality factor 4-like protein 1 when measured in blood serum.
mortality (adult),OBA,OBA:2042402,level of mortality factor 4-like protein 2 in blood serum,The amount of a mortality factor 4-like protein 2 when measured in blood serum.
mortality (adult),OBA,OBA:1000037,adult organism mass,The mass of a adult organism.
mortality (nymphal),OBA,OBA:2050757,level of mortality factor 4-like protein 1 in blood,The amount of a mortality factor 4-like protein 1 when measured in blood.
mortality (nymphal),OBA,OBA:2050758,level of mortality factor 4-like protein 2 in blood,The amount of a mortality factor 4-like protein 2 when measured in blood.
mortality (nymphal),OBA,OBA:2042401,level of mortality factor 4-like protein 1 in blood serum,The amount of a mortality factor 4-like protein 1 when measured in blood serum.
mortality (nymphal),OBA,OBA:2042402,level of mortality factor 4-like protein 2 in blood serum,The amount of a mortality factor 4-like protein 2 when measured in blood serum.
mortality (nymphal),OBA,OBA:2058865,level of mortality factor 4-like protein 2 (human) in cerebrospinal fluid,The amount of a mortality factor 4-like protein 2 (human) when measured in cerebrospinal fluid.
peak fecundity,OBA,OBA:0003697,multicellular organism fecundity,The fecundity of a multicellular organism.
peak fecundity,OBA,PATO:0000273,fecundity,NA
peak fecundity,OBA,PATO:0001695,increased fecundity,NA
peak fecundity,OBA,PATO:0001696,decreased fecundity,NA
peak fecundity,OBA,PATO:0045017,normal fecundity,A fecundity which is relatively normal or average.
molt success rate (nymphal),OBA,OBA:0002011,micturition rate,The rate of a micturition.
molt success rate (nymphal),OBA,OBA:0002200,reflex rate,The rate of a reflex.
molt success rate (nymphal),OBA,OBA:0002672,gluconeogenesis rate,The rate of a gluconeogenesis.
molt success rate (nymphal),OBA,OBA:0002850,spermatogenesis rate,The rate of a spermatogenesis.
molt success rate (nymphal),OBA,OBA:0003172,anagen rate,The rate of a anagen.
Egg Mass,OBA,OBA:VT1000294,egg quantity,The amount of a egg cell.
Egg Mass,OBA,OBA:1001091,egg shell trait,The quality of a eggshell.
Egg Mass,OBA,OBA:1001092,egg shell color,The color of a eggshell.
Egg Mass,OBA,OBA:2040151,shelled egg length,The length of a shelled egg.
Egg Mass,OBA,OBA:2040152,shelled egg width,The width of a shelled egg.
hatch time,OBA,PATO:0000165,time,NA
hatch time,OBA,OBA:2040171,sleep duration trait,The duration of a sleep.
hatch time,OBA,OBA:2040011,trait in response to mycophenolic acid,A trait that affects the response to a stimulus with mycophenolic acid.
hatch time,OBA,OBA:2045215,menstrual cycle attribute,The quality of a menstrual cycle.
hatch time,OBA,OBA:2001010,age of onset of essential hypertension,The age at which essential hypertension manifestations first appear.
conversion efficiency,OBA,GO:0014862,regulation of skeletal muscle contraction by chemo-mechanical energy conversion,NA
conversion efficiency,OBA,OBA:2040170,sleep quality,The quality of a sleep.
conversion efficiency,OBA,OBA:VT0015058,brain physiology trait,The functionality of a brain.
conversion efficiency,OBA,OBA:2045295,brain connectivity attribute,The structure of a brain.
conversion efficiency,OBA,CHEBI:62803,fuel additive,Any additive that enhances the efficiency of fuel.
consumption rate,OBA,OBA:1000654,saccharin consumption quality,The quality of a saccharin consumption.
consumption rate,OBA,OBA:1000679,cocaine consumption quality,The quality of a cocaine consumption.
consumption rate,OBA,OBA:1000690,food consumption quality,The quality of a food consumption.
consumption rate,OBA,OBA:1000840,alcohol consumption quality,The quality of a alcohol consumption.
consumption rate,OBA,OBA:0002011,micturition rate,The rate of a micturition.
molting time,OBA,GO:0042303,molting cycle,NA
molting time,OBA,GO:0022404,molting cycle process,NA
molting time,OBA,PATO:0000165,time,NA
molting time,OBA,OBA:2040171,sleep duration trait,The duration of a sleep.
molting time,OBA,OBA:2040011,trait in response to mycophenolic acid,A trait that affects the response to a stimulus with mycophenolic acid.
larval hatch rate,OBA,OBA:0002011,micturition rate,The rate of a micturition.
larval hatch rate,OBA,OBA:0002200,reflex rate,The rate of a reflex.
larval hatch rate,OBA,OBA:0002672,gluconeogenesis rate,The rate of a gluconeogenesis.
larval hatch rate,OBA,OBA:0002850,spermatogenesis rate,The rate of a spermatogenesis.
larval hatch rate,OBA,OBA:0003172,anagen rate,The rate of a anagen.
Oviposition Rate,OBA,OBA:0002011,micturition rate,The rate of a micturition.
Oviposition Rate,OBA,OBA:0002200,reflex rate,The rate of a reflex.
Oviposition Rate,OBA,OBA:0002672,gluconeogenesis rate,The rate of a gluconeogenesis.
Oviposition Rate,OBA,OBA:0002850,spermatogenesis rate,The rate of a spermatogenesis.
Oviposition Rate,OBA,OBA:0003172,anagen rate,The rate of a anagen.
aphid longevity,OBA,OBA:VT0005372,life span determination trait,The process quality of a determination of adult lifespan.
feeding period,OBA,OBA:VT0002292,gestation period duration,The duration of a female pregnancy.
feeding period,OBA,OBA:1000748,feeding behavior quality,The quality of a feeding behavior.
feeding period,OBA,OBA:2051617,level of period circadian protein homolog 3 in blood,The amount of a period circadian protein homolog 3 when measured in blood.
feeding period,OBA,GO:0007631,feeding behavior,See also the biological process term 'behavior ; GO:0007610'.
feeding period,OBA,HP:0011968,Feeding difficulties,"Difficulties with eating and drinking, resulting in decreased oral nutrition"
fertility,OBA,PATO:0000274,fertility,NA
fertility,OBA,OBA:VT0010464,fertility trait,The fertility of a multicellular organism.
fertility,OBA,OBA:VT0001922,male fertility trait,The fertility of a male organism.
fertility,OBA,OBA:VT0001923,female fertility trait,The female fertility of a female organism.
fertility,OBA,OBA:0003685,multicellular organism male fertility,The male fertility of a multicellular organism.
oviposition period,OBA,OBA:VT0002292,gestation period duration,The duration of a female pregnancy.
oviposition period,OBA,OBA:2051617,level of period circadian protein homolog 3 in blood,The amount of a period circadian protein homolog 3 when measured in blood.
oviposition period,OBA,PR:000050150,period circadian protein homolog,Category=family.
oviposition period,OBA,PR:000012549,period circadian protein homolog 3,Category=gene.
oviposition period,OBA,PR:O70361,period circadian protein homolog 3 (mouse),Category=organism-gene.
body size (alate nymph),OBA,OBA:0000107,multivesicular body size,The size of a multivesicular body.
body size (alate nymph),OBA,OBA:0002793,ciliary body size,The size of a ciliary body.
body size (alate nymph),OBA,OBA:0003321,pineal body size,The size of a pineal body.
body size (alate nymph),OBA,OBA:VT0100005,body size trait,The size of a multicellular organism.
body size (alate nymph),OBA,OBA:0002168,skin of body size,The size of a skin of body.
body size (length),OBA,OBA:VT0001256,body length,The length of a multicellular organism.
body size (length),OBA,OBA:0000107,multivesicular body size,The size of a multivesicular body.
body size (length),OBA,OBA:0002793,ciliary body size,The size of a ciliary body.
body size (length),OBA,OBA:0003321,pineal body size,The size of a pineal body.
body size (length),OBA,OBA:VT0100005,body size trait,The size of a multicellular organism.
molting period (larval),OBA,OBA:VT0002292,gestation period duration,The duration of a female pregnancy.
molting period (larval),OBA,GO:0042303,molting cycle,NA
molting period (larval),OBA,GO:0022404,molting cycle process,NA
molting period (larval),OBA,OBA:2051617,level of period circadian protein homolog 3 in blood,The amount of a period circadian protein homolog 3 when measured in blood.
molting period (larval),OBA,PATO:0001185,larval,NA
molting period (nymphal),OBA,OBA:VT0002292,gestation period duration,The duration of a female pregnancy.
molting period (nymphal),OBA,GO:0042303,molting cycle,NA
molting period (nymphal),OBA,GO:0022404,molting cycle process,NA
molting period (nymphal),OBA,OBA:2051617,level of period circadian protein homolog 3 in blood,The amount of a period circadian protein homolog 3 when measured in blood.
molting period (nymphal),OBA,PR:000050150,period circadian protein homolog,Category=family.
Weight loss,OBA,HP:0001824,Weight loss,NA
Weight loss,OBA,OBA:0003744,regulation of water loss via skin rate,regulation of water loss via skin (GO_0033561) was obsoleted
Weight loss,OBA,OBA:VT0004257,placenta mass,The mass of a placenta.
Weight loss,OBA,OBA:2051506,level of loss of heterozygosity 11 chromosomal region 2 gene A protein in blood,The amount of a loss of heterozygosity 11 chromosomal region 2 gene A protein when measured in blood.
Weight loss,OBA,HP:0000572,Visual loss,NA
body length,OBA,OBA:VT0001256,body length,The length of a multicellular organism.
body length,OBA,OBA:2045456,body mass to body extent ratio,A compound attribute that is the ratio of body mass to body extent.
body length,OBA,OBA:0000102,microvillus length,The length of a microvillus.
body length,OBA,OBA:0002056,face length,The length of a face.
body length,OBA,OBA:0002069,chin length,The length of a chin.
egg hatch,OBA,OBA:VT1000294,egg quantity,The amount of a egg cell.
egg hatch,OBA,OBA:1001091,egg shell trait,The quality of a eggshell.
egg hatch,OBA,OBA:1001092,egg shell color,The color of a eggshell.
egg hatch,OBA,OBA:2040151,shelled egg length,The length of a shelled egg.
egg hatch,OBA,OBA:2040152,shelled egg width,The width of a shelled egg.
feeding preference,OBA,OBA:1000748,feeding behavior quality,The quality of a feeding behavior.
feeding preference,OBA,OBA:1000817,conditioned place preference behavior quality,The quality of a conditioned place preference behavior.
feeding preference,OBA,NBO:0000141,food preference,NA
feeding preference,OBA,NBO:0000133,liquid preference/aversion,NA
feeding preference,OBA,NBO:0000135,food preference/aversion,NA
oviposition failure,OBA,HP:0001399,Hepatic failure,NA
oviposition failure,OBA,MONDO:0005252,heart failure,NA
oviposition failure,OBA,HP:0001508,Failure to thrive,"Although there is no clear consensus on the exact definition of FTT, it is usually diagnoses in a child growing below the 3rd percentile or in a child whose decreased growth has cross two major growth percentiles (for example, from above the 75th percentile to below the 25th percentile)."
oviposition failure,OBA,HP:0001635,Congestive heart failure,NA
oviposition failure,OBA,HP:0006554,Acute hepatic failure,NA
sex ratio,OBA,OBA:1001089,multicellular organism sex,The biological sex of a multicellular organism.
sex ratio,OBA,OBA:VT0002210,sex determination trait,The quality of a sex determination.
sex ratio,OBA,OBA:0002003,multicellular organism phenotypic sex,The phenotypic sex of a multicellular organism.
sex ratio,OBA,OBA:0004263,testis sex cord amount,The amount of a testis sex cord.
sex ratio,OBA,OBA:1000853,primary sex determination quality,The quality of a primary sex determination.
Feeding Period of Nymphs (Days),OBA,OBA:VT0002292,gestation period duration,The duration of a female pregnancy.
Feeding Period of Nymphs (Days),OBA,OBA:1000748,feeding behavior quality,The quality of a feeding behavior.
Feeding Period of Nymphs (Days),OBA,OBA:2051617,level of period circadian protein homolog 3 in blood,The amount of a period circadian protein homolog 3 when measured in blood.
Feeding Period of Nymphs (Days),OBA,GO:0060259,regulation of feeding behavior,NA
Feeding Period of Nymphs (Days),OBA,NBO:0002436,regulation of feeding behavior,NA
hatching range,OBA,OBA:0003853,blastocyst hatching amount,The amount of a blastocyst hatching.
hatching range,OBA,OBA:0003854,blastocyst hatching onset quality,The onset quality of a blastocyst hatching.
hatching range,OBA,GO:0035188,hatching,NA
hatching range,OBA,GO:0001835,blastocyst hatching,"See also the Anatomical Dictionary for Mouse Development ontology terms 'TS4, zona pellucida ; EMAP:22' and 'TS5, embryo ; EMAP:23'."
hatching range,OBA,GO:0009792,embryo development ending in birth or egg hatching,NA
head capsule width,OBA,OBA:VT0000027,head width,The width of a head.
head capsule width,OBA,OBA:1000085,nucleus width,The width of a nucleus.
head capsule width,OBA,OBA:2040146,cell width,The width of a cell.
head capsule width,OBA,OBA:VT0000132,epiphysis width,The width of a epiphysis.
head capsule width,OBA,OBA:VT0003588,ureter width,The width of a ureter.
mortality (larval),OBA,OBA:2050757,level of mortality factor 4-like protein 1 in blood,The amount of a mortality factor 4-like protein 1 when measured in blood.
mortality (larval),OBA,OBA:2050758,level of mortality factor 4-like protein 2 in blood,The amount of a mortality factor 4-like protein 2 when measured in blood.
mortality (larval),OBA,OBA:2042401,level of mortality factor 4-like protein 1 in blood serum,The amount of a mortality factor 4-like protein 1 when measured in blood serum.
mortality (larval),OBA,OBA:2042402,level of mortality factor 4-like protein 2 in blood serum,The amount of a mortality factor 4-like protein 2 when measured in blood serum.
mortality (larval),OBA,OBA:2058865,level of mortality factor 4-like protein 2 (human) in cerebrospinal fluid,The amount of a mortality factor 4-like protein 2 (human) when measured in cerebrospinal fluid.
nymph production,OBA,OBA:0004453,interferon-alpha production rate,The rate of a interferon-alpha production.
nymph production,OBA,OBA:0004454,interferon-beta production rate,The rate of a interferon-beta production.
nymph production,OBA,OBA:0004465,interleukin-1 production rate,The rate of a interleukin-1 production.
nymph production,OBA,OBA:0004468,interleukin-10 production rate,The rate of a interleukin-10 production.
nymph production,OBA,OBA:0004469,interleukin-12 production rate,The rate of a interleukin-12 production.
body size (apterous),OBA,OBA:0000107,multivesicular body size,The size of a multivesicular body.
body size (apterous),OBA,OBA:0002793,ciliary body size,The size of a ciliary body.
body size (apterous),OBA,OBA:0003321,pineal body size,The size of a pineal body.
body size (apterous),OBA,OBA:VT0100005,body size trait,The size of a multicellular organism.
body size (apterous),OBA,OBA:0002168,skin of body size,The size of a skin of body.
fecundity (apterous),OBA,OBA:0003697,multicellular organism fecundity,The fecundity of a multicellular organism.
fecundity (apterous),OBA,PATO:0000273,fecundity,NA
fecundity (apterous),OBA,PATO:0001695,increased fecundity,NA
fecundity (apterous),OBA,PATO:0001696,decreased fecundity,NA
fecundity (apterous),OBA,PATO:0045017,normal fecundity,A fecundity which is relatively normal or average.
interlarval period,OBA,OBA:VT0002292,gestation period duration,The duration of a female pregnancy.
interlarval period,OBA,OBA:2051617,level of period circadian protein homolog 3 in blood,The amount of a period circadian protein homolog 3 when measured in blood.
interlarval period,OBA,PR:000050150,period circadian protein homolog,Category=family.
interlarval period,OBA,PR:000012549,period circadian protein homolog 3,Category=gene.
interlarval period,OBA,PR:O70361,period circadian protein homolog 3 (mouse),Category=organism-gene.
effective fecundity,OBA,OBA:0003697,multicellular organism fecundity,The fecundity of a multicellular organism.
effective fecundity,OBA,PATO:0000273,fecundity,NA
effective fecundity,OBA,PATO:0001695,increased fecundity,NA
effective fecundity,OBA,PATO:0001696,decreased fecundity,NA
effective fecundity,OBA,PATO:0045017,normal fecundity,A fecundity which is relatively normal or average.
post-oviposition period,OBA,OBA:VT0002292,gestation period duration,The duration of a female pregnancy.
post-oviposition period,OBA,OBA:2051617,level of period circadian protein homolog 3 in blood,The amount of a period circadian protein homolog 3 when measured in blood.
post-oviposition period,OBA,PR:000050150,period circadian protein homolog,Category=family.
post-oviposition period,OBA,PR:000012549,period circadian protein homolog 3,Category=gene.
post-oviposition period,OBA,PR:O70361,period circadian protein homolog 3 (mouse),Category=organism-gene.
anabolic rate,OBA,OBA:0002011,micturition rate,The rate of a micturition.
anabolic rate,OBA,OBA:0002200,reflex rate,The rate of a reflex.
anabolic rate,OBA,OBA:0002672,gluconeogenesis rate,The rate of a gluconeogenesis.
anabolic rate,OBA,OBA:0002850,spermatogenesis rate,The rate of a spermatogenesis.
anabolic rate,OBA,OBA:0003172,anagen rate,The rate of a anagen.
mean fecundity,OBA,OBA:0003697,multicellular organism fecundity,The fecundity of a multicellular organism.
mean fecundity,OBA,PATO:0000273,fecundity,NA
mean fecundity,OBA,PATO:0001695,increased fecundity,NA
mean fecundity,OBA,PATO:0001696,decreased fecundity,NA
mean fecundity,OBA,PATO:0045017,normal fecundity,A fecundity which is relatively normal or average.
metabolic heat rate,OBA,OBA:0002575,galactose metabolic process rate,The rate of a galactose metabolic process.
metabolic heat rate,OBA,OBA:0003195,fructose metabolic process rate,The rate of a fructose metabolic process.
metabolic heat rate,OBA,OBA:0002011,micturition rate,The rate of a micturition.
metabolic heat rate,OBA,OBA:0002200,reflex rate,The rate of a reflex.
metabolic heat rate,OBA,OBA:0002672,gluconeogenesis rate,The rate of a gluconeogenesis.
EIP (extrinsic incubation period),OBA,OBA:VT0002292,gestation period duration,The duration of a female pregnancy.
EIP (extrinsic incubation period),OBA,OBA:1000286,extrinsic muscle of tongue quality,The quality of a extrinsic muscle of tongue.
EIP (extrinsic incubation period),OBA,OBA:1000391,"blood coagulation, extrinsic pathway quality","The quality of a blood coagulation, extrinsic pathway."
EIP (extrinsic incubation period),OBA,OBA:2051617,level of period circadian protein homolog 3 in blood,The amount of a period circadian protein homolog 3 when measured in blood.
EIP (extrinsic incubation period),OBA,GO:0007598,"blood coagulation, extrinsic pathway","See also the biological process term 'blood coagulation, intrinsic pathway ; GO:0007597' and 'blood coagulation, common pathway ; GO:0072377'."
egg conversion ratio,OBA,OBA:VT1000294,egg quantity,The amount of a egg cell.
egg conversion ratio,OBA,OBA:1001091,egg shell trait,The quality of a eggshell.
egg conversion ratio,OBA,OBA:1001092,egg shell color,The color of a eggshell.
egg conversion ratio,OBA,OBA:2040151,shelled egg length,The length of a shelled egg.
egg conversion ratio,OBA,OBA:2040152,shelled egg width,The width of a shelled egg.
fecundity (alate),OBA,OBA:0003697,multicellular organism fecundity,The fecundity of a multicellular organism.
fecundity (alate),OBA,PATO:0000273,fecundity,NA
fecundity (alate),OBA,PATO:0001695,increased fecundity,NA
fecundity (alate),OBA,PATO:0001696,decreased fecundity,NA
fecundity (alate),OBA,PATO:0045017,normal fecundity,A fecundity which is relatively normal or average.
prey consumption,OBA,OBA:1000654,saccharin consumption quality,The quality of a saccharin consumption.
prey consumption,OBA,OBA:1000679,cocaine consumption quality,The quality of a cocaine consumption.
prey consumption,OBA,OBA:1000690,food consumption quality,The quality of a food consumption.
prey consumption,OBA,OBA:1000840,alcohol consumption quality,The quality of a alcohol consumption.
prey consumption,OBA,NBO:0000130,liquid consumption,NA
reproductive efficiency index,OBA,OBA:0002007,reproductive system size,The size of a reproductive system.
reproductive efficiency index,OBA,OBA:0002409,reproductive system displaced,The displaced of a reproductive system.
reproductive efficiency index,OBA,OBA:2050117,reproductive behavior trait,The quality of a reproductive behavior.
reproductive efficiency index,OBA,OBA:VT0005389,reproductive system trait,The quality when measured in reproductive system.
reproductive efficiency index,OBA,OBA:0004643,male reproductive organ morphology,The morphology of a male reproductive organ.
Distance Traveled,OBA,OBA:1000003,inter-canthal distance,The length of a anatomical line between inner canthi.
Distance Traveled,OBA,OBA:1000004,distance between ears,The length of a anatomical line between outer ears.
Distance Traveled,OBA,OBA:1000005,inter-pupillar distance,The length of a anatomical line between pupils.
Distance Traveled,OBA,HP:0006610,Wide intermamillary distance,NA
Distance Traveled,OBA,HP:0040157,Abnormal intermamillary distance,NA
Questing Height,OBA,OBA:0002073,forehead height,The height of a forehead.
Questing Height,OBA,OBA:0003407,ilium height,The height of a ilium.
Questing Height,OBA,OBA:0003758,ureter height,The height of a ureter.
Questing Height,OBA,OBA:0003869,lip height,The height of a lip.
Questing Height,OBA,OBA:0004448,cranium height,The height of a cranium.
Questing Time,OBA,PATO:0000165,time,NA
Questing Time,OBA,OBA:2040171,sleep duration trait,The duration of a sleep.
Questing Time,OBA,OBA:2040011,trait in response to mycophenolic acid,A trait that affects the response to a stimulus with mycophenolic acid.
Questing Time,OBA,OBA:2045215,menstrual cycle attribute,The quality of a menstrual cycle.
Questing Time,OBA,OBA:2001010,age of onset of essential hypertension,The age at which essential hypertension manifestations first appear.
blood feeding,OBA,OBA:1000748,feeding behavior quality,The quality of a feeding behavior.
blood feeding,OBA,OBA:0003648,blood volume,The volume of a blood.
blood feeding,OBA,OBA:0004561,blood osmolality,The osmolality of a blood.
blood feeding,OBA,OBA:0004999,blood size,The size of a blood.
blood feeding,OBA,OBA:2045409,blood pH,The acidity of a blood.
heat knockdown time,OBA,OBA:2040442,level of heat shock protein 105 kDa in blood serum,The amount of a heat shock protein 105 kDa when measured in blood serum.
heat knockdown time,OBA,OBA:2041950,level of heat shock protein beta-3 in blood serum,The amount of a heat shock protein beta-3 when measured in blood serum.
heat knockdown time,OBA,OBA:2041951,level of heat shock protein beta-6 in blood serum,The amount of a heat shock protein beta-6 when measured in blood serum.
heat knockdown time,OBA,OBA:2050696,level of heat shock factor 2-binding protein in blood,The amount of a heat shock factor 2-binding protein when measured in blood.
heat knockdown time,OBA,OBA:2051470,level of heat shock factor-binding protein 1 in blood,The amount of a heat shock factor-binding protein 1 when measured in blood.
knockdown time,OBA,PATO:0000165,time,NA
knockdown time,OBA,OBA:2040171,sleep duration trait,The duration of a sleep.
knockdown time,OBA,OBA:2040011,trait in response to mycophenolic acid,A trait that affects the response to a stimulus with mycophenolic acid.
knockdown time,OBA,OBA:2045215,menstrual cycle attribute,The quality of a menstrual cycle.
knockdown time,OBA,OBA:2001010,age of onset of essential hypertension,The age at which essential hypertension manifestations first appear.
Longevity,OBA,OBA:VT0005372,life span determination trait,The process quality of a determination of adult lifespan.
body size (alate),OBA,OBA:0000107,multivesicular body size,The size of a multivesicular body.
body size (alate),OBA,OBA:0002793,ciliary body size,The size of a ciliary body.
body size (alate),OBA,OBA:0003321,pineal body size,The size of a pineal body.
body size (alate),OBA,OBA:VT0100005,body size trait,The size of a multicellular organism.
body size (alate),OBA,OBA:0002168,skin of body size,The size of a skin of body.
egg size,OBA,OBA:VT1000294,egg quantity,The amount of a egg cell.
egg size,OBA,OBA:1001091,egg shell trait,The quality of a eggshell.
egg size,OBA,OBA:1001092,egg shell color,The color of a eggshell.
egg size,OBA,OBA:2040151,shelled egg length,The length of a shelled egg.
egg size,OBA,OBA:2040152,shelled egg width,The width of a shelled egg.
engorgement period,OBA,OBA:VT0002292,gestation period duration,The duration of a female pregnancy.
engorgement period,OBA,OBA:2051617,level of period circadian protein homolog 3 in blood,The amount of a period circadian protein homolog 3 when measured in blood.
engorgement period,OBA,PR:000050150,period circadian protein homolog,Category=family.
engorgement period,OBA,PR:000012549,period circadian protein homolog 3,Category=gene.
engorgement period,OBA,PR:O70361,period circadian protein homolog 3 (mouse),Category=organism-gene.
feeding rate,OBA,OBA:1000748,feeding behavior quality,The quality of a feeding behavior.
feeding rate,OBA,OBA:0002011,micturition rate,The rate of a micturition.
feeding rate,OBA,OBA:0002200,reflex rate,The rate of a reflex.
feeding rate,OBA,OBA:0002672,gluconeogenesis rate,The rate of a gluconeogenesis.
feeding rate,OBA,OBA:0002850,spermatogenesis rate,The rate of a spermatogenesis.
reproductive capacity,OBA,OBA:VT0001942,lung capacity,The volume of a lung.
reproductive capacity,OBA,OBA:VT0002846,aorta capacity,The volume of a aorta.
reproductive capacity,OBA,OBA:VT0010133,gizzard capacity,The volume of a gizzard.
reproductive capacity,OBA,OBA:VT0010199,stomach capacity,The volume of a stomach.
reproductive capacity,OBA,OBA:VT0010204,proventriculus capacity,The volume of a proventriculus.
Post-reproductive average,OBA,OBA:2050113,LDL particle size,The size of a low-density lipoprotein particle.
Post-reproductive average,OBA,OBA:2050114,VLDL particle size,The size of a very-low-density lipoprotein particle.
Post-reproductive average,OBA,OBA:2050115,HDL particle size,The size of a high-density lipoprotein particle.
Post-reproductive average,OBA,OBA:2040030,trait in response to ethanol,A trait that affects the response to a stimulus with ethanol.
Post-reproductive average,OBA,OBA:VT0001253,body height,The height of a multicellular organism.
Reproductive average,OBA,OBA:0002007,reproductive system size,The size of a reproductive system.
Reproductive average,OBA,OBA:0002409,reproductive system displaced,The displaced of a reproductive system.
Reproductive average,OBA,OBA:2050117,reproductive behavior trait,The quality of a reproductive behavior.
Reproductive average,OBA,OBA:VT0005389,reproductive system trait,The quality when measured in reproductive system.
Reproductive average,OBA,OBA:0004643,male reproductive organ morphology,The morphology of a male reproductive organ.
Reproductive average daily fecundity,OBA,OBA:0003697,multicellular organism fecundity,The fecundity of a multicellular organism.
Reproductive average daily fecundity,OBA,PATO:0000273,fecundity,NA
Reproductive average daily fecundity,OBA,OBA:0002007,reproductive system size,The size of a reproductive system.
Reproductive average daily fecundity,OBA,OBA:0002409,reproductive system displaced,The displaced of a reproductive system.
Reproductive average daily fecundity,OBA,OBA:2050117,reproductive behavior trait,The quality of a reproductive behavior.
Reproductive average total fecundity,OBA,OBA:0003697,multicellular organism fecundity,The fecundity of a multicellular organism.
Reproductive average total fecundity,OBA,PATO:0000273,fecundity,NA
Reproductive average total fecundity,OBA,OBA:0002007,reproductive system size,The size of a reproductive system.
Reproductive average total fecundity,OBA,OBA:0002409,reproductive system displaced,The displaced of a reproductive system.
Reproductive average total fecundity,OBA,OBA:2050117,reproductive behavior trait,The quality of a reproductive behavior.
body size (apterous nymph),OBA,OBA:0000107,multivesicular body size,The size of a multivesicular body.
body size (apterous nymph),OBA,OBA:0002793,ciliary body size,The size of a ciliary body.
body size (apterous nymph),OBA,OBA:0003321,pineal body size,The size of a pineal body.
body size (apterous nymph),OBA,OBA:VT0100005,body size trait,The size of a multicellular organism.
body size (apterous nymph),OBA,OBA:0002168,skin of body size,The size of a skin of body.
body size (mass),OBA,OBA:VT0001259,body mass,The mass of a multicellular organism.
body size (mass),OBA,OBA:VT0010482,body fat mass,The mass of a adipose tissue.
body size (mass),OBA,OBA:2045456,body mass to body extent ratio,A compound attribute that is the ratio of body mass to body extent.
body size (mass),OBA,OBA:0000107,multivesicular body size,The size of a multivesicular body.
body size (mass),OBA,OBA:0002793,ciliary body size,The size of a ciliary body.
fecundity rate (apterous),OBA,OBA:0003697,multicellular organism fecundity,The fecundity of a multicellular organism.
fecundity rate (apterous),OBA,PATO:0000273,fecundity,NA
fecundity rate (apterous),OBA,OBA:0002011,micturition rate,The rate of a micturition.
fecundity rate (apterous),OBA,OBA:0002200,reflex rate,The rate of a reflex.
