concept_group,ground_truth_decision,OriginalTraitName,OriginalTraitDef,OriginalTraitUnit,raw_record_count,data_quality_flag,decision_reason,V1_name_cluster_id,V1_name_cluster_total_size,V1_name_cluster_composition,V2_definition_cluster_id,V2_definition_cluster_total_size,V2_definition_cluster_composition,V3_unit_cluster_id,V3_unit_cluster_total_size,V3_unit_cluster_composition,V4_order_cluster_id,V4_order_cluster_total_size,V4_order_cluster_composition,V5_family_cluster_id,V5_family_cluster_total_size,V5_family_cluster_composition,V6_stage_cluster_id,V6_stage_cluster_total_size,V6_stage_cluster_composition,V7_class_cluster_id,V7_class_cluster_total_size,V7_class_cluster_composition,V8_phylum_cluster_id,V8_phylum_cluster_total_size,V8_phylum_cluster_composition
body_mass_or_weight,include,Weight,Weight of undisturbed female Hyalomma impeltatum after molting,mg,3,,Definition measures the weight of an individual organism or life stage,12,8,body_mass=7; linear=0; egg_excluded=1; other=0; total=8,5,6,body_mass=6; linear=0; egg_excluded=0; other=0; total=6,5,7,body_mass=7; linear=0; egg_excluded=0; other=0; total=7,8,7,body_mass=7; linear=0; egg_excluded=0; other=0; total=7,7,7,body_mass=7; linear=0; egg_excluded=0; other=0; total=7,8,7,body_mass=7; linear=0; egg_excluded=0; other=0; total=7,8,7,body_mass=7; linear=0; egg_excluded=0; other=0; total=7,8,7,body_mass=7; linear=0; egg_excluded=0; other=0; total=7
linear_morphometric,include,body length,mean length (engorged ),mm,2,,Direct organism-level body mass or linear morphometric,18,5,body_mass=0; linear=5; egg_excluded=0; other=0; total=5,4,46,body_mass=32; linear=9; egg_excluded=5; other=0; total=46,6,11,body_mass=0; linear=11; egg_excluded=0; other=0; total=11,-1,,noise; body_mass=0; linear=7; egg_excluded=0; all_noise_points=128,6,33,body_mass=21; linear=4; egg_excluded=7; other=1; total=33,7,32,body_mass=21; linear=4; egg_excluded=7; other=0; total=32,-1,,noise; body_mass=0; linear=9; egg_excluded=0; all_noise_points=124,7,32,body_mass=21; linear=4; egg_excluded=7; other=0; total=32
linear_morphometric,include,body length,mean length (unfed ),mm,3,,Direct organism-level body mass or linear morphometric,18,5,body_mass=0; linear=5; egg_excluded=0; other=0; total=5,4,46,body_mass=32; linear=9; egg_excluded=5; other=0; total=46,6,11,body_mass=0; linear=11; egg_excluded=0; other=0; total=11,-1,,noise; body_mass=0; linear=7; egg_excluded=0; all_noise_points=128,6,33,body_mass=21; linear=4; egg_excluded=7; other=1; total=33,7,32,body_mass=21; linear=4; egg_excluded=7; other=0; total=32,7,30,body_mass=21; linear=2; egg_excluded=7; other=0; total=30,7,32,body_mass=21; linear=4; egg_excluded=7; other=0; total=32
linear_morphometric,include,body length,replicate-level mean body length,mm,11,,Direct organism-level body mass or linear morphometric,18,5,body_mass=0; linear=5; egg_excluded=0; other=0; total=5,-1,,noise; body_mass=3; linear=6; egg_excluded=3; all_noise_points=151,-1,,noise; body_mass=2; linear=4; egg_excluded=2; all_noise_points=132,-1,,noise; body_mass=0; linear=7; egg_excluded=0; all_noise_points=128,-1,,noise; body_mass=0; linear=6; egg_excluded=0; all_noise_points=125,-1,,noise; body_mass=0; linear=6; egg_excluded=0; all_noise_points=124,-1,,noise; body_mass=0; linear=9; egg_excluded=0; all_noise_points=124,-1,,noise; body_mass=0; linear=7; egg_excluded=0; all_noise_points=121
linear_morphometric,include,body size,mean head width,mm,162,,Explicit body-size label; retain definition/unit anomalies for audit,19,23,body_mass=17; linear=6; egg_excluded=0; other=0; total=23,-1,,noise; body_mass=3; linear=6; egg_excluded=3; all_noise_points=151,6,11,body_mass=0; linear=11; egg_excluded=0; other=0; total=11,5,21,body_mass=13; linear=8; egg_excluded=0; other=0; total=21,-1,,noise; body_mass=0; linear=6; egg_excluded=0; all_noise_points=125,-1,,noise; body_mass=0; linear=6; egg_excluded=0; all_noise_points=124,-1,,noise; body_mass=0; linear=9; egg_excluded=0; all_noise_points=124,-1,,noise; body_mass=0; linear=7; egg_excluded=0; all_noise_points=121
linear_morphometric,include,body size,mean length,mm,12,,Explicit body-size label; retain definition/unit anomalies for audit,19,23,body_mass=17; linear=6; egg_excluded=0; other=0; total=23,4,46,body_mass=32; linear=9; egg_excluded=5; other=0; total=46,6,11,body_mass=0; linear=11; egg_excluded=0; other=0; total=11,5,21,body_mass=13; linear=8; egg_excluded=0; other=0; total=21,3,18,body_mass=13; linear=5; egg_excluded=0; other=0; total=18,6,18,body_mass=13; linear=5; egg_excluded=0; other=0; total=18,6,17,body_mass=13; linear=4; egg_excluded=0; other=0; total=17,6,17,body_mass=13; linear=4; egg_excluded=0; other=0; total=17
linear_morphometric,include,body size,mean thorax length,mm,20,,Explicit body-size label; retain definition/unit anomalies for audit,19,23,body_mass=17; linear=6; egg_excluded=0; other=0; total=23,4,46,body_mass=32; linear=9; egg_excluded=5; other=0; total=46,6,11,body_mass=0; linear=11; egg_excluded=0; other=0; total=11,5,21,body_mass=13; linear=8; egg_excluded=0; other=0; total=21,-1,,noise; body_mass=0; linear=6; egg_excluded=0; all_noise_points=125,-1,,noise; body_mass=0; linear=6; egg_excluded=0; all_noise_points=124,-1,,noise; body_mass=0; linear=9; egg_excluded=0; all_noise_points=124,-1,,noise; body_mass=0; linear=7; egg_excluded=0; all_noise_points=121
linear_morphometric,include,body size,mean width,mm,12,,Explicit body-size label; retain definition/unit anomalies for audit,19,23,body_mass=17; linear=6; egg_excluded=0; other=0; total=23,4,46,body_mass=32; linear=9; egg_excluded=5; other=0; total=46,6,11,body_mass=0; linear=11; egg_excluded=0; other=0; total=11,5,21,body_mass=13; linear=8; egg_excluded=0; other=0; total=21,-1,,noise; body_mass=0; linear=6; egg_excluded=0; all_noise_points=125,-1,,noise; body_mass=0; linear=6; egg_excluded=0; all_noise_points=124,-1,,noise; body_mass=0; linear=9; egg_excluded=0; all_noise_points=124,-1,,noise; body_mass=0; linear=7; egg_excluded=0; all_noise_points=121
linear_morphometric,include,body size,mean wing length,mm,142,,Explicit body-size label; retain definition/unit anomalies for audit,19,23,body_mass=17; linear=6; egg_excluded=0; other=0; total=23,4,46,body_mass=32; linear=9; egg_excluded=5; other=0; total=46,6,11,body_mass=0; linear=11; egg_excluded=0; other=0; total=11,5,21,body_mass=13; linear=8; egg_excluded=0; other=0; total=21,3,18,body_mass=13; linear=5; egg_excluded=0; other=0; total=18,6,18,body_mass=13; linear=5; egg_excluded=0; other=0; total=18,6,17,body_mass=13; linear=4; egg_excluded=0; other=0; total=17,6,17,body_mass=13; linear=4; egg_excluded=0; other=0; total=17
linear_morphometric,include,body size,mean wing length (mm),mm,25,,Explicit body-size label; retain definition/unit anomalies for audit,19,23,body_mass=17; linear=6; egg_excluded=0; other=0; total=23,-1,,noise; body_mass=3; linear=6; egg_excluded=3; all_noise_points=151,6,11,body_mass=0; linear=11; egg_excluded=0; other=0; total=11,5,21,body_mass=13; linear=8; egg_excluded=0; other=0; total=21,3,18,body_mass=13; linear=5; egg_excluded=0; other=0; total=18,6,18,body_mass=13; linear=5; egg_excluded=0; other=0; total=18,-1,,noise; body_mass=0; linear=9; egg_excluded=0; all_noise_points=124,-1,,noise; body_mass=0; linear=7; egg_excluded=0; all_noise_points=121
linear_morphometric,include,body size (length),mean body length,mm,5,,Explicit body-size label; retain definition/unit anomalies for audit,18,5,body_mass=0; linear=5; egg_excluded=0; other=0; total=5,4,46,body_mass=32; linear=9; egg_excluded=5; other=0; total=46,6,11,body_mass=0; linear=11; egg_excluded=0; other=0; total=11,5,21,body_mass=13; linear=8; egg_excluded=0; other=0; total=21,3,18,body_mass=13; linear=5; egg_excluded=0; other=0; total=18,6,18,body_mass=13; linear=5; egg_excluded=0; other=0; total=18,6,17,body_mass=13; linear=4; egg_excluded=0; other=0; total=17,6,17,body_mass=13; linear=4; egg_excluded=0; other=0; total=17
linear_morphometric,include,body size (length),mean body length (adult),mm,12,,Explicit body-size label; retain definition/unit anomalies for audit,18,5,body_mass=0; linear=5; egg_excluded=0; other=0; total=5,4,46,body_mass=32; linear=9; egg_excluded=5; other=0; total=46,6,11,body_mass=0; linear=11; egg_excluded=0; other=0; total=11,5,21,body_mass=13; linear=8; egg_excluded=0; other=0; total=21,3,18,body_mass=13; linear=5; egg_excluded=0; other=0; total=18,6,18,body_mass=13; linear=5; egg_excluded=0; other=0; total=18,6,17,body_mass=13; linear=4; egg_excluded=0; other=0; total=17,6,17,body_mass=13; linear=4; egg_excluded=0; other=0; total=17
linear_morphometric,include,body width,mean width (engorged),mm,2,,Direct organism-level body mass or linear morphometric,-1,,noise; body_mass=4; linear=4; egg_excluded=4; all_noise_points=104,4,46,body_mass=32; linear=9; egg_excluded=5; other=0; total=46,-1,,noise; body_mass=2; linear=4; egg_excluded=2; all_noise_points=132,-1,,noise; body_mass=0; linear=7; egg_excluded=0; all_noise_points=128,6,33,body_mass=21; linear=4; egg_excluded=7; other=1; total=33,7,32,body_mass=21; linear=4; egg_excluded=7; other=0; total=32,-1,,noise; body_mass=0; linear=9; egg_excluded=0; all_noise_points=124,7,32,body_mass=21; linear=4; egg_excluded=7; other=0; total=32
linear_morphometric,include,body width,mean width (unfed),mm,3,,Direct organism-level body mass or linear morphometric,-1,,noise; body_mass=4; linear=4; egg_excluded=4; all_noise_points=104,-1,,noise; body_mass=3; linear=6; egg_excluded=3; all_noise_points=151,6,11,body_mass=0; linear=11; egg_excluded=0; other=0; total=11,-1,,noise; body_mass=0; linear=7; egg_excluded=0; all_noise_points=128,6,33,body_mass=21; linear=4; egg_excluded=7; other=1; total=33,7,32,body_mass=21; linear=4; egg_excluded=7; other=0; total=32,7,30,body_mass=21; linear=2; egg_excluded=7; other=0; total=30,7,32,body_mass=21; linear=4; egg_excluded=7; other=0; total=32
linear_morphometric,include,head capsule width,mean width of head capsule,mm,15,,Direct organism-level body mass or linear morphometric,-1,,noise; body_mass=4; linear=4; egg_excluded=4; all_noise_points=104,-1,,noise; body_mass=3; linear=6; egg_excluded=3; all_noise_points=151,-1,,noise; body_mass=2; linear=4; egg_excluded=2; all_noise_points=132,-1,,noise; body_mass=0; linear=7; egg_excluded=0; all_noise_points=128,-1,,noise; body_mass=0; linear=6; egg_excluded=0; all_noise_points=125,-1,,noise; body_mass=0; linear=6; egg_excluded=0; all_noise_points=124,-1,,noise; body_mass=0; linear=9; egg_excluded=0; all_noise_points=124,-1,,noise; body_mass=0; linear=7; egg_excluded=0; all_noise_points=121
linear_morphometric,include,hypostome length,mean length of hypostome (appendage on the mouth),mm,4,,Direct organism-level body mass or linear morphometric,-1,,noise; body_mass=4; linear=4; egg_excluded=4; all_noise_points=104,-1,,noise; body_mass=3; linear=6; egg_excluded=3; all_noise_points=151,-1,,noise; body_mass=2; linear=4; egg_excluded=2; all_noise_points=132,-1,,noise; body_mass=0; linear=7; egg_excluded=0; all_noise_points=128,-1,,noise; body_mass=0; linear=6; egg_excluded=0; all_noise_points=125,-1,,noise; body_mass=0; linear=6; egg_excluded=0; all_noise_points=124,-1,,noise; body_mass=0; linear=9; egg_excluded=0; all_noise_points=124,-1,,noise; body_mass=0; linear=7; egg_excluded=0; all_noise_points=121
egg_or_reproductive_excluded,exclude,conversion efficiency,Mean index of conversion efficiency- (cumulative egg weight (g)/ replete female tick wt (g) )*100,percent,16,,Measures eggs or reproductive output rather than organism body size,0,6,body_mass=0; linear=0; egg_excluded=6; other=0; total=6,2,9,body_mass=0; linear=0; egg_excluded=9; other=0; total=9,1,10,body_mass=0; linear=0; egg_excluded=10; other=0; total=10,2,10,body_mass=0; linear=0; egg_excluded=10; other=0; total=10,2,10,body_mass=0; linear=0; egg_excluded=10; other=0; total=10,2,10,body_mass=0; linear=0; egg_excluded=10; other=0; total=10,2,10,body_mass=0; linear=0; egg_excluded=10; other=0; total=10,2,10,body_mass=0; linear=0; egg_excluded=10; other=0; total=10
egg_or_reproductive_excluded,exclude,conversion efficiency,the ratio of laid eggs to engorged female body mass calculated as the sum of all eggs laid divided by the sum of all females laying eggs,ratio,1,,Measures eggs or reproductive output rather than organism body size,0,6,body_mass=0; linear=0; egg_excluded=6; other=0; total=6,2,9,body_mass=0; linear=0; egg_excluded=9; other=0; total=9,1,10,body_mass=0; linear=0; egg_excluded=10; other=0; total=10,2,10,body_mass=0; linear=0; egg_excluded=10; other=0; total=10,2,10,body_mass=0; linear=0; egg_excluded=10; other=0; total=10,2,10,body_mass=0; linear=0; egg_excluded=10; other=0; total=10,2,10,body_mass=0; linear=0; egg_excluded=10; other=0; total=10,2,10,body_mass=0; linear=0; egg_excluded=10; other=0; total=10
egg_or_reproductive_excluded,exclude,conversion efficiency,total number of eggs produced divided by engorged weight,eggs individual-1 mg-1,5,,Measures eggs or reproductive output rather than organism body size,0,6,body_mass=0; linear=0; egg_excluded=6; other=0; total=6,2,9,body_mass=0; linear=0; egg_excluded=9; other=0; total=9,1,10,body_mass=0; linear=0; egg_excluded=10; other=0; total=10,2,10,body_mass=0; linear=0; egg_excluded=10; other=0; total=10,2,10,body_mass=0; linear=0; egg_excluded=10; other=0; total=10,2,10,body_mass=0; linear=0; egg_excluded=10; other=0; total=10,2,10,body_mass=0; linear=0; egg_excluded=10; other=0; total=10,2,10,body_mass=0; linear=0; egg_excluded=10; other=0; total=10
egg_or_reproductive_excluded,exclude,conversion efficiency index,percentage of adult female weight post feeding that was converted into egg mass,percent,22,,Measures eggs or reproductive output rather than organism body size,0,6,body_mass=0; linear=0; egg_excluded=6; other=0; total=6,2,9,body_mass=0; linear=0; egg_excluded=9; other=0; total=9,1,10,body_mass=0; linear=0; egg_excluded=10; other=0; total=10,2,10,body_mass=0; linear=0; egg_excluded=10; other=0; total=10,2,10,body_mass=0; linear=0; egg_excluded=10; other=0; total=10,2,10,body_mass=0; linear=0; egg_excluded=10; other=0; total=10,2,10,body_mass=0; linear=0; egg_excluded=10; other=0; total=10,2,10,body_mass=0; linear=0; egg_excluded=10; other=0; total=10
egg_or_reproductive_excluded,exclude,conversion efficiency index,total mg eggs produced divided by mg engorged weight,proportion,22,,Measures eggs or reproductive output rather than organism body size,0,6,body_mass=0; linear=0; egg_excluded=6; other=0; total=6,2,9,body_mass=0; linear=0; egg_excluded=9; other=0; total=9,1,10,body_mass=0; linear=0; egg_excluded=10; other=0; total=10,2,10,body_mass=0; linear=0; egg_excluded=10; other=0; total=10,2,10,body_mass=0; linear=0; egg_excluded=10; other=0; total=10,2,10,body_mass=0; linear=0; egg_excluded=10; other=0; total=10,2,10,body_mass=0; linear=0; egg_excluded=10; other=0; total=10,2,10,body_mass=0; linear=0; egg_excluded=10; other=0; total=10
egg_or_reproductive_excluded,exclude,Efficency,Percent weight transfered from engorged female at constant temperature to mass of eggs,percent,4,,Measures eggs or reproductive output rather than organism body size,0,6,body_mass=0; linear=0; egg_excluded=6; other=0; total=6,2,9,body_mass=0; linear=0; egg_excluded=9; other=0; total=9,1,10,body_mass=0; linear=0; egg_excluded=10; other=0; total=10,2,10,body_mass=0; linear=0; egg_excluded=10; other=0; total=10,2,10,body_mass=0; linear=0; egg_excluded=10; other=0; total=10,2,10,body_mass=0; linear=0; egg_excluded=10; other=0; total=10,2,10,body_mass=0; linear=0; egg_excluded=10; other=0; total=10,2,10,body_mass=0; linear=0; egg_excluded=10; other=0; total=10
egg_or_reproductive_excluded,exclude,egg conversion ratio,mean weight of eggs / mean weight of engorged females,percent,10,,Measures eggs or reproductive output rather than organism body size,-1,,noise; body_mass=4; linear=4; egg_excluded=4; all_noise_points=104,2,9,body_mass=0; linear=0; egg_excluded=9; other=0; total=9,1,10,body_mass=0; linear=0; egg_excluded=10; other=0; total=10,2,10,body_mass=0; linear=0; egg_excluded=10; other=0; total=10,2,10,body_mass=0; linear=0; egg_excluded=10; other=0; total=10,2,10,body_mass=0; linear=0; egg_excluded=10; other=0; total=10,2,10,body_mass=0; linear=0; egg_excluded=10; other=0; total=10,2,10,body_mass=0; linear=0; egg_excluded=10; other=0; total=10
egg_or_reproductive_excluded,exclude,egg mass,Mean egg mass by oviposition day of females raised at constant temps,mg,120,,Measures eggs or reproductive output rather than organism body size,10,6,body_mass=0; linear=0; egg_excluded=5; other=1; total=6,4,46,body_mass=32; linear=9; egg_excluded=5; other=0; total=46,8,6,body_mass=1; linear=0; egg_excluded=5; other=0; total=6,7,28,body_mass=21; linear=0; egg_excluded=7; other=0; total=28,6,33,body_mass=21; linear=4; egg_excluded=7; other=1; total=33,7,32,body_mass=21; linear=4; egg_excluded=7; other=0; total=32,7,30,body_mass=21; linear=2; egg_excluded=7; other=0; total=30,7,32,body_mass=21; linear=4; egg_excluded=7; other=0; total=32
egg_or_reproductive_excluded,exclude,egg mass,mean egg mass weight,mg,30,,Measures eggs or reproductive output rather than organism body size,10,6,body_mass=0; linear=0; egg_excluded=5; other=1; total=6,4,46,body_mass=32; linear=9; egg_excluded=5; other=0; total=46,8,6,body_mass=1; linear=0; egg_excluded=5; other=0; total=6,7,28,body_mass=21; linear=0; egg_excluded=7; other=0; total=28,6,33,body_mass=21; linear=4; egg_excluded=7; other=1; total=33,7,32,body_mass=21; linear=4; egg_excluded=7; other=0; total=32,7,30,body_mass=21; linear=2; egg_excluded=7; other=0; total=30,7,32,body_mass=21; linear=4; egg_excluded=7; other=0; total=32
egg_or_reproductive_excluded,exclude,egg mass,mean weight of eggs,mg,1,,Measures eggs or reproductive output rather than organism body size,10,6,body_mass=0; linear=0; egg_excluded=5; other=1; total=6,4,46,body_mass=32; linear=9; egg_excluded=5; other=0; total=46,8,6,body_mass=1; linear=0; egg_excluded=5; other=0; total=6,7,28,body_mass=21; linear=0; egg_excluded=7; other=0; total=28,6,33,body_mass=21; linear=4; egg_excluded=7; other=1; total=33,7,32,body_mass=21; linear=4; egg_excluded=7; other=0; total=32,7,30,body_mass=21; linear=2; egg_excluded=7; other=0; total=30,7,32,body_mass=21; linear=4; egg_excluded=7; other=0; total=32
egg_or_reproductive_excluded,exclude,Egg Mass,Weight of eggs laid by an individual female,mg,25,,Measures eggs or reproductive output rather than organism body size,10,6,body_mass=0; linear=0; egg_excluded=5; other=1; total=6,4,46,body_mass=32; linear=9; egg_excluded=5; other=0; total=46,8,6,body_mass=1; linear=0; egg_excluded=5; other=0; total=6,7,28,body_mass=21; linear=0; egg_excluded=7; other=0; total=28,6,33,body_mass=21; linear=4; egg_excluded=7; other=1; total=33,7,32,body_mass=21; linear=4; egg_excluded=7; other=0; total=32,7,30,body_mass=21; linear=2; egg_excluded=7; other=0; total=30,7,32,body_mass=21; linear=4; egg_excluded=7; other=0; total=32
egg_or_reproductive_excluded,exclude,egg size,mean weight of egg mass produced by adult female ticks,mg,7,,Measures eggs or reproductive output rather than organism body size,10,6,body_mass=0; linear=0; egg_excluded=5; other=1; total=6,-1,,noise; body_mass=3; linear=6; egg_excluded=3; all_noise_points=151,-1,,noise; body_mass=2; linear=4; egg_excluded=2; all_noise_points=132,7,28,body_mass=21; linear=0; egg_excluded=7; other=0; total=28,6,33,body_mass=21; linear=4; egg_excluded=7; other=1; total=33,7,32,body_mass=21; linear=4; egg_excluded=7; other=0; total=32,7,30,body_mass=21; linear=2; egg_excluded=7; other=0; total=30,7,32,body_mass=21; linear=4; egg_excluded=7; other=0; total=32
egg_or_reproductive_excluded,exclude,fecundity,individual-level weight of lifetime eggs per individual,mg eggs individual-1,235,,Measures eggs or reproductive output rather than organism body size,30,24,body_mass=0; linear=0; egg_excluded=1; other=23; total=24,10,63,body_mass=0; linear=0; egg_excluded=2; other=61; total=63,4,68,body_mass=0; linear=0; egg_excluded=2; other=66; total=68,4,66,body_mass=0; linear=0; egg_excluded=2; other=64; total=66,5,67,body_mass=0; linear=0; egg_excluded=2; other=65; total=67,3,70,body_mass=0; linear=0; egg_excluded=2; other=68; total=70,3,68,body_mass=0; linear=0; egg_excluded=2; other=66; total=68,3,68,body_mass=0; linear=0; egg_excluded=2; other=66; total=68
egg_or_reproductive_excluded,exclude,fecundity rate,mean weight of egg mass per day,mg eggs day-1,18,,Measures eggs or reproductive output rather than organism body size,29,20,body_mass=0; linear=0; egg_excluded=1; other=19; total=20,10,63,body_mass=0; linear=0; egg_excluded=2; other=61; total=63,4,68,body_mass=0; linear=0; egg_excluded=2; other=66; total=68,4,66,body_mass=0; linear=0; egg_excluded=2; other=64; total=66,5,67,body_mass=0; linear=0; egg_excluded=2; other=65; total=67,3,70,body_mass=0; linear=0; egg_excluded=2; other=68; total=70,3,68,body_mass=0; linear=0; egg_excluded=2; other=66; total=68,3,68,body_mass=0; linear=0; egg_excluded=2; other=66; total=68
egg_or_reproductive_excluded,exclude,feed conversion rate,ability to produce eggs relative to the weight at detachment of each engorged female,percent,30,,Measures eggs or reproductive output rather than organism body size,-1,,noise; body_mass=4; linear=4; egg_excluded=4; all_noise_points=104,2,9,body_mass=0; linear=0; egg_excluded=9; other=0; total=9,1,10,body_mass=0; linear=0; egg_excluded=10; other=0; total=10,2,10,body_mass=0; linear=0; egg_excluded=10; other=0; total=10,2,10,body_mass=0; linear=0; egg_excluded=10; other=0; total=10,2,10,body_mass=0; linear=0; egg_excluded=10; other=0; total=10,2,10,body_mass=0; linear=0; egg_excluded=10; other=0; total=10,2,10,body_mass=0; linear=0; egg_excluded=10; other=0; total=10
egg_or_reproductive_excluded,exclude,reproductive efficiency index,mean number of eggs per mg weight of engorged female,eggs individual-1 mg-1,6,,Measures eggs or reproductive output rather than organism body size,-1,,noise; body_mass=4; linear=4; egg_excluded=4; all_noise_points=104,-1,,noise; body_mass=3; linear=6; egg_excluded=3; all_noise_points=151,1,10,body_mass=0; linear=0; egg_excluded=10; other=0; total=10,2,10,body_mass=0; linear=0; egg_excluded=10; other=0; total=10,2,10,body_mass=0; linear=0; egg_excluded=10; other=0; total=10,2,10,body_mass=0; linear=0; egg_excluded=10; other=0; total=10,2,10,body_mass=0; linear=0; egg_excluded=10; other=0; total=10,2,10,body_mass=0; linear=0; egg_excluded=10; other=0; total=10
egg_or_reproductive_excluded,exclude,reproductive efficiency index,ratio of lifetime eggs to engorged female weight,eggs individual-1 day-1,4,,Measures eggs or reproductive output rather than organism body size,-1,,noise; body_mass=4; linear=4; egg_excluded=4; all_noise_points=104,2,9,body_mass=0; linear=0; egg_excluded=9; other=0; total=9,1,10,body_mass=0; linear=0; egg_excluded=10; other=0; total=10,2,10,body_mass=0; linear=0; egg_excluded=10; other=0; total=10,2,10,body_mass=0; linear=0; egg_excluded=10; other=0; total=10,2,10,body_mass=0; linear=0; egg_excluded=10; other=0; total=10,2,10,body_mass=0; linear=0; egg_excluded=10; other=0; total=10,2,10,body_mass=0; linear=0; egg_excluded=10; other=0; total=10
egg_or_reproductive_excluded,exclude,weight,Mean egg mass,mg,4,,Measures eggs or reproductive output rather than organism body size,11,8,body_mass=7; linear=0; egg_excluded=1; other=0; total=8,4,46,body_mass=32; linear=9; egg_excluded=5; other=0; total=46,8,6,body_mass=1; linear=0; egg_excluded=5; other=0; total=6,7,28,body_mass=21; linear=0; egg_excluded=7; other=0; total=28,6,33,body_mass=21; linear=4; egg_excluded=7; other=1; total=33,7,32,body_mass=21; linear=4; egg_excluded=7; other=0; total=32,7,30,body_mass=21; linear=2; egg_excluded=7; other=0; total=30,7,32,body_mass=21; linear=4; egg_excluded=7; other=0; total=32
egg_or_reproductive_excluded,exclude,Weight,Weight of eggs laid by an individual engorged female raised at constant temp,g,33,,Measures eggs or reproductive output rather than organism body size,12,8,body_mass=7; linear=0; egg_excluded=1; other=0; total=8,-1,,noise; body_mass=3; linear=6; egg_excluded=3; all_noise_points=151,-1,,noise; body_mass=2; linear=4; egg_excluded=2; all_noise_points=132,7,28,body_mass=21; linear=0; egg_excluded=7; other=0; total=28,6,33,body_mass=21; linear=4; egg_excluded=7; other=1; total=33,7,32,body_mass=21; linear=4; egg_excluded=7; other=0; total=32,7,30,body_mass=21; linear=2; egg_excluded=7; other=0; total=30,7,32,body_mass=21; linear=4; egg_excluded=7; other=0; total=32
