query_trait,ontology,term_id,term_label,term_definition
conversion efficiency index,PATO,PATO:0001676,increased efficiency,An efficiency which is relatively high.
conversion efficiency index,PATO,PATO:0045015,normal efficiency,An efficiency which is relatively normal or average.
conversion efficiency index,PATO,PATO:0001677,inefficient,An efficiency quality inhering in a bearer by virtue of the bearer's lacking efficiency.
feeding behavior,PATO,GO:0007610,behavior,"1. Note that this term is in the subset of terms that should not be used for direct gene product annotation. Instead, select a child term or, if no appropriate child term exists, please request a new term. Direct annotations to this term may be amended during annotation reviews.
2. While a broader definition of behavior encompassing plants and single cell organisms would be justified on the basis of some usage (see PMID:20160973 for discussion), GO uses a tight definition that limits behavior to animals and to responses involving the nervous system, excluding plant responses that GO classifies under development, and responses of unicellular organisms that has general classifications for covering the responses of cells in multicellular organisms (e.g. cell chemotaxis)."
feeding behavior,PATO,GO:0019098,reproductive behavior,The specific behavior of an organism that is associated with reproduction.
feeding behavior,PATO,GO:0050795,regulation of behavior,"Any process that modulates the frequency, rate or extent of behavior, the internally coordinated responses (actions or inactions) of whole living organisms (individuals or groups) to internal or external stimuli."
feeding behavior,PATO,GO:0048520,positive regulation of behavior,"Any process that activates or increases the frequency, rate or extent of behavior, the internally coordinated responses (actions or inactions) of whole living organisms (individuals or groups) to internal or external stimuli."
feeding behavior,PATO,GO:0048521,negative regulation of behavior,"Any process that stops, prevents, or reduces the frequency, rate or extent of behavior, the internally coordinated responses (actions or inactions) of whole living organisms (individuals or groups) to internal or external stimuli."
metabolic rate (standard),PATO,PATO:0000161,rate,A quality of a single process inhering in a bearer by virtue of the bearer's occurrence per unit time.
metabolic rate (standard),PATO,PATO:0070017,standard pyramidal morphology,A pyramidal family morphology that inheres in neurons which have a standard pyramidal shape with its apical dendrite aligned vertically.
metabolic rate (standard),PATO,PATO:0000911,decreased rate,A rate which is relatively low.
metabolic rate (standard),PATO,PATO:0000912,increased rate,A rate which is relatively high.
metabolic rate (standard),PATO,PATO:0001492,growth rate,The rate or speed of the change in size of an individual entity or change in number of a population.
Body Mass,PATO,PATO:0000125,mass,"For any biological use of PATO, the concept that should be used is 'mass' and not 'weight'. For example, increased weight of an organism."
Body Mass,PATO,PATO:0001019,mass density,A physical quality which inheres in a bearer by virtue of some influence is exerted by the bearer's mass per unit size.
Body Mass,PATO,PATO:0001562,decreased mass,A mass which is lower than normal or average.
Body Mass,PATO,PATO:0001563,increased mass,A mass which is higher than normal or average.
Body Mass,PATO,PATO:0001681,molar mass,A physical quality that inheres in a homogeneous substance containing 6.02 x 1023 atoms or molecules.
fat consumption rate,PATO,PATO:0000161,rate,A quality of a single process inhering in a bearer by virtue of the bearer's occurrence per unit time.
fat consumption rate,PATO,PATO:0000911,decreased rate,A rate which is relatively low.
fat consumption rate,PATO,PATO:0000912,increased rate,A rate which is relatively high.
fat consumption rate,PATO,PATO:0001492,growth rate,The rate or speed of the change in size of an individual entity or change in number of a population.
fat consumption rate,PATO,PATO:0001574,flow rate,A physical quality inhering in a bearer by virtue of the bearer's motion characteristic.
molt success rate (larval),PATO,PATO:0001185,larval,"A maturity quality inhering in a bearer by virtue of the bearer's indirect development, undergoing metamorphosis."
molt success rate (larval),PATO,PATO:0000161,rate,A quality of a single process inhering in a bearer by virtue of the bearer's occurrence per unit time.
molt success rate (larval),PATO,PATO:0000911,decreased rate,A rate which is relatively low.
molt success rate (larval),PATO,PATO:0000912,increased rate,A rate which is relatively high.
molt success rate (larval),PATO,PATO:0001492,growth rate,The rate or speed of the change in size of an individual entity or change in number of a population.
Mortality Rate,PATO,PATO:0000161,rate,A quality of a single process inhering in a bearer by virtue of the bearer's occurrence per unit time.
Mortality Rate,PATO,PATO:0000911,decreased rate,A rate which is relatively low.
Mortality Rate,PATO,PATO:0000912,increased rate,A rate which is relatively high.
Mortality Rate,PATO,PATO:0001492,growth rate,The rate or speed of the change in size of an individual entity or change in number of a population.
Mortality Rate,PATO,PATO:0001574,flow rate,A physical quality inhering in a bearer by virtue of the bearer's motion characteristic.
Pre-reproductive average,PATO,PATO:0000461,normal,A quality inhering in a bearer by virtue of the bearer's exhibiting no deviation from normal or average.
Pre-reproductive average,PATO,PATO:0002297,decreased cellular motility,A cellular motility which is lower relative to the normal or average.
Pre-reproductive average,PATO,PATO:0002298,increased cellular motility,A cellular motility which is higher relative to the normal or average.
Pre-reproductive average,PATO,PATO:0000374,increased distance,A distance which is greater relative to the normal or average.
Pre-reproductive average,PATO,PATO:0000375,decreased distance,A distance which is lesser relative to the normal or average.
lipid content,PATO,PATO:0000025,composition,"For example calcium composition (which may inhere in bone), haemoglobin composition (which may inhere in blood)."
lipid content,PATO,CHEBI:18059,lipid,"'Lipids' is a loosely defined term for substances of biological origin that are soluble in nonpolar solvents. They consist of saponifiable lipids, such as glycerides (fats and oils) and phospholipids, as well as nonsaponifiable lipids, principally steroids."
lipid content,PATO,GO:0006869,lipid transport,"The directed movement of lipids into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Lipids are compounds soluble in an organic solvent but not, or sparingly, in an aqueous solvent."
lipid content,PATO,GO:0010876,lipid localization,"Any process in which a lipid is transported to, or maintained in, a specific location."
lipid content,PATO,GO:0006629,lipid metabolic process,"The chemical reactions and pathways involving lipids, compounds soluble in an organic solvent but not, or sparingly, in an aqueous solvent. Includes fatty acids; neutral fats, other fatty-acid esters, and soaps; long-chain (fatty) alcohols and waxes; sphingoids and other long-chain bases; glycolipids, phospholipids and sphingolipids; and carotenes, polyprenols, sterols, terpenes and other isoprenoids."
metabolic rate (resting),PATO,PATO:0000161,rate,A quality of a single process inhering in a bearer by virtue of the bearer's occurrence per unit time.
metabolic rate (resting),PATO,PATO:0000911,decreased rate,A rate which is relatively low.
metabolic rate (resting),PATO,PATO:0000912,increased rate,A rate which is relatively high.
metabolic rate (resting),PATO,PATO:0001492,growth rate,The rate or speed of the change in size of an individual entity or change in number of a population.
metabolic rate (resting),PATO,PATO:0001574,flow rate,A physical quality inhering in a bearer by virtue of the bearer's motion characteristic.
feeding time,PATO,PATO:0000165,time,A quality in which events occur in sequence.
feeding time,PATO,PATO:0000498,increased duration,A duration quality of a process which is relatively high.
feeding time,PATO,PATO:0000499,decreased duration,A duration quality of a process which is relatively low.
feeding time,PATO,PATO:0001309,duration,A process quality inhering in a bearer by virtue of the bearer's magnitude of the temporal extent between the starting and ending point.
feeding time,PATO,PATO:0001005,latency,"This class is a candidate for obsoletion. The definition is not clear, and the placement under ""delayed"" is not consistent with the definition."
Molting Period,PATO,PATO:0000499,decreased duration,A duration quality of a process which is relatively low.
Molting Period,PATO,PATO:0001309,duration,A process quality inhering in a bearer by virtue of the bearer's magnitude of the temporal extent between the starting and ending point.
Molting Period,PATO,PATO:0000498,increased duration,A duration quality of a process which is relatively high.
Molting Period,PATO,PATO:0000695,synchronous,A quality of a single process inhering in a bearer by virtue of the bearer's occurring or existing at the same time or having the same period or phase.
Molting Period,PATO,PATO:0000688,asynchronous,A quality of a single process inhering in a bearer by virtue of the bearer's not occurring or existing at the same time or having the same period or phase.
premolting period,PATO,PATO:0000499,decreased duration,A duration quality of a process which is relatively low.
premolting period,PATO,PATO:0001309,duration,A process quality inhering in a bearer by virtue of the bearer's magnitude of the temporal extent between the starting and ending point.
premolting period,PATO,PATO:0000498,increased duration,A duration quality of a process which is relatively high.
premolting period,PATO,PATO:0000695,synchronous,A quality of a single process inhering in a bearer by virtue of the bearer's occurring or existing at the same time or having the same period or phase.
premolting period,PATO,PATO:0000688,asynchronous,A quality of a single process inhering in a bearer by virtue of the bearer's not occurring or existing at the same time or having the same period or phase.
weight,PATO,PATO:0000128,weight,"For any biological use of PATO, the concept that should be used is 'mass' and not 'weight'. For example, increased weight of an organism."
weight,PATO,PATO:0000582,increased weight,A weight which is relatively high.
weight,PATO,PATO:0000583,decreased weight,A weight which is relatively low.
weight,PATO,PATO:0000125,mass,"For any biological use of PATO, the concept that should be used is 'mass' and not 'weight'. For example, increased weight of an organism."
weight,PATO,PATO:0001470,ratio,A quality inhering in a bearer by virtue of the bearer's magnitude in proportion to the magnitude of another entity.
feed conversion rate,PATO,PATO:0000161,rate,A quality of a single process inhering in a bearer by virtue of the bearer's occurrence per unit time.
feed conversion rate,PATO,PATO:0000911,decreased rate,A rate which is relatively low.
feed conversion rate,PATO,PATO:0000912,increased rate,A rate which is relatively high.
feed conversion rate,PATO,PATO:0001492,growth rate,The rate or speed of the change in size of an individual entity or change in number of a population.
feed conversion rate,PATO,PATO:0001574,flow rate,A physical quality inhering in a bearer by virtue of the bearer's motion characteristic.
mortality (adult),PATO,CL:0008017,adult skeletal muscle myoblast,"The vast majority of these cells develop from skeletal muscle satellite cells, although there are some reports of other origins."
mortality (adult),PATO,UBERON:0000066,fully formed stage,"The stage of development at which the animal is fully formed, including immaturity and maturity. Includes both sexually immature stage, and adult stage."
mortality (adult),PATO,UBERON:0002200,vasculature of head,Vasculature that is part of a head [Automatically generated definition].
mortality (adult),PATO,UBERON:0003457,head bone,Different sources vary regarding which bones are craniofacial; e.g. hyoid bone
mortality (adult),PATO,UBERON:0003566,head connective tissue,A portion of connective tissue that is part of a head [Automatically generated definition].
peak fecundity,PATO,PATO:0000273,fecundity,A reproductive quality inhering in an organism or population by virtue of the bearer's potential reproductive capacity ad measured by the number of gametes.
peak fecundity,PATO,PATO:0001695,increased fecundity,A fecundity which is relatively high.
peak fecundity,PATO,PATO:0001696,decreased fecundity,A fecundity which is relatively low.
peak fecundity,PATO,PATO:0045017,normal fecundity,A fecundity which is relatively normal or average.
peak fecundity,PATO,CHEBI:228364,NMR chemical shift reference compound,Any compound that produces a peak used as reference frequency in the delta chemical shift scale.
molt success rate (nymphal),PATO,PATO:0000161,rate,A quality of a single process inhering in a bearer by virtue of the bearer's occurrence per unit time.
molt success rate (nymphal),PATO,PATO:0000911,decreased rate,A rate which is relatively low.
molt success rate (nymphal),PATO,PATO:0000912,increased rate,A rate which is relatively high.
molt success rate (nymphal),PATO,PATO:0001492,growth rate,The rate or speed of the change in size of an individual entity or change in number of a population.
molt success rate (nymphal),PATO,PATO:0001574,flow rate,A physical quality inhering in a bearer by virtue of the bearer's motion characteristic.
Egg Mass,PATO,PATO:0000125,mass,"For any biological use of PATO, the concept that should be used is 'mass' and not 'weight'. For example, increased weight of an organism."
Egg Mass,PATO,PATO:0001019,mass density,A physical quality which inheres in a bearer by virtue of some influence is exerted by the bearer's mass per unit size.
Egg Mass,PATO,PATO:0001562,decreased mass,A mass which is lower than normal or average.
Egg Mass,PATO,PATO:0001563,increased mass,A mass which is higher than normal or average.
Egg Mass,PATO,PATO:0001681,molar mass,A physical quality that inheres in a homogeneous substance containing 6.02 x 1023 atoms or molecules.
hatch time,PATO,PATO:0000165,time,A quality in which events occur in sequence.
hatch time,PATO,PATO:0000498,increased duration,A duration quality of a process which is relatively high.
hatch time,PATO,PATO:0000499,decreased duration,A duration quality of a process which is relatively low.
hatch time,PATO,PATO:0001309,duration,A process quality inhering in a bearer by virtue of the bearer's magnitude of the temporal extent between the starting and ending point.
hatch time,PATO,PATO:0001005,latency,"This class is a candidate for obsoletion. The definition is not clear, and the placement under ""delayed"" is not consistent with the definition."
conversion efficiency,PATO,PATO:0001029,efficiency,A physical quality inhering in a bearer by virtue of ratio of the bearer's output to the bearer's input.
conversion efficiency,PATO,PATO:0001675,decreased efficiency,An efficiency which is relatively low.
conversion efficiency,PATO,PATO:0001676,increased efficiency,An efficiency which is relatively high.
conversion efficiency,PATO,PATO:0045015,normal efficiency,An efficiency which is relatively normal or average.
conversion efficiency,PATO,PATO:0001677,inefficient,An efficiency quality inhering in a bearer by virtue of the bearer's lacking efficiency.
consumption rate,PATO,PATO:0000161,rate,A quality of a single process inhering in a bearer by virtue of the bearer's occurrence per unit time.
consumption rate,PATO,PATO:0000911,decreased rate,A rate which is relatively low.
consumption rate,PATO,PATO:0000912,increased rate,A rate which is relatively high.
consumption rate,PATO,PATO:0001492,growth rate,The rate or speed of the change in size of an individual entity or change in number of a population.
consumption rate,PATO,PATO:0001574,flow rate,A physical quality inhering in a bearer by virtue of the bearer's motion characteristic.
molting time,PATO,PATO:0000165,time,A quality in which events occur in sequence.
molting time,PATO,PATO:0000498,increased duration,A duration quality of a process which is relatively high.
molting time,PATO,PATO:0000499,decreased duration,A duration quality of a process which is relatively low.
molting time,PATO,PATO:0001309,duration,A process quality inhering in a bearer by virtue of the bearer's magnitude of the temporal extent between the starting and ending point.
molting time,PATO,PATO:0001005,latency,"This class is a candidate for obsoletion. The definition is not clear, and the placement under ""delayed"" is not consistent with the definition."
larval hatch rate,PATO,PATO:0001185,larval,"A maturity quality inhering in a bearer by virtue of the bearer's indirect development, undergoing metamorphosis."
larval hatch rate,PATO,PATO:0000161,rate,A quality of a single process inhering in a bearer by virtue of the bearer's occurrence per unit time.
larval hatch rate,PATO,PATO:0000911,decreased rate,A rate which is relatively low.
larval hatch rate,PATO,PATO:0000912,increased rate,A rate which is relatively high.
larval hatch rate,PATO,PATO:0001492,growth rate,The rate or speed of the change in size of an individual entity or change in number of a population.
Oviposition Rate,PATO,PATO:0000161,rate,A quality of a single process inhering in a bearer by virtue of the bearer's occurrence per unit time.
Oviposition Rate,PATO,PATO:0000911,decreased rate,A rate which is relatively low.
Oviposition Rate,PATO,PATO:0000912,increased rate,A rate which is relatively high.
Oviposition Rate,PATO,PATO:0001492,growth rate,The rate or speed of the change in size of an individual entity or change in number of a population.
Oviposition Rate,PATO,PATO:0001574,flow rate,A physical quality inhering in a bearer by virtue of the bearer's motion characteristic.
feeding period,PATO,PATO:0000499,decreased duration,A duration quality of a process which is relatively low.
feeding period,PATO,PATO:0001309,duration,A process quality inhering in a bearer by virtue of the bearer's magnitude of the temporal extent between the starting and ending point.
feeding period,PATO,PATO:0000498,increased duration,A duration quality of a process which is relatively high.
feeding period,PATO,PATO:0000695,synchronous,A quality of a single process inhering in a bearer by virtue of the bearer's occurring or existing at the same time or having the same period or phase.
feeding period,PATO,PATO:0000688,asynchronous,A quality of a single process inhering in a bearer by virtue of the bearer's not occurring or existing at the same time or having the same period or phase.
fertility,PATO,PATO:0000274,fertility,"A reproductive quality inhering in a bearer by virtue of the bearer's initiating, sustaining, or supporting reproduction."
fertility,PATO,PATO:0000277,female fertility,"A fertility quality inhering in a female by virtue of the bearer's disposition to initiate, sustain, or support reproduction."
fertility,PATO,PATO:0000279,male fertility,"A fertility quality of inhering in a male by virtue of the bearer's disposition to initiate, sustain, or support reproduction."
fertility,PATO,PATO:0001834,decreased fertility,A fertility which is relatively low.
fertility,PATO,PATO:0001835,increased fertility,A fertility which is relatively high.
oviposition period,PATO,PATO:0000499,decreased duration,A duration quality of a process which is relatively low.
oviposition period,PATO,PATO:0001309,duration,A process quality inhering in a bearer by virtue of the bearer's magnitude of the temporal extent between the starting and ending point.
oviposition period,PATO,PATO:0000498,increased duration,A duration quality of a process which is relatively high.
oviposition period,PATO,PATO:0000695,synchronous,A quality of a single process inhering in a bearer by virtue of the bearer's occurring or existing at the same time or having the same period or phase.
oviposition period,PATO,PATO:0000688,asynchronous,A quality of a single process inhering in a bearer by virtue of the bearer's not occurring or existing at the same time or having the same period or phase.
body size (alate nymph),PATO,PATO:0000117,size,A morphology quality inhering in a bearer by virtue of the bearer's physical magnitude.
body size (alate nymph),PATO,PATO:0000276,brood size,A reproductive quality inhering in the young of an animal by virtue of their number.
body size (alate nymph),PATO,PATO:0000586,increased size,A size quality which is relatively high.
body size (alate nymph),PATO,PATO:0000587,decreased size,A size quality which is relatively low.
body size (alate nymph),PATO,PATO:0005015,tapered size,A size quality inhering in an entity or set of entities in which size increases or decreases along the extent of the entity or set.
body size (length),PATO,PATO:0000122,length,"Length often refers to the longer or longest dimension of an object, however, this is not always true. See https://github.com/pato-ontology/pato/issues/337 for full discussion."
body size (length),PATO,PATO:0000573,increased length,A length quality which is relatively large.
body size (length),PATO,PATO:0000574,decreased length,A length quality which is relatively small.
body size (length),PATO,PATO:0045054,normal length,A length quality which is relatively normal or average
body size (length),PATO,PATO:0000117,size,A morphology quality inhering in a bearer by virtue of the bearer's physical magnitude.
molting period (larval),PATO,PATO:0001185,larval,"A maturity quality inhering in a bearer by virtue of the bearer's indirect development, undergoing metamorphosis."
molting period (larval),PATO,PATO:0000499,decreased duration,A duration quality of a process which is relatively low.
molting period (larval),PATO,PATO:0001309,duration,A process quality inhering in a bearer by virtue of the bearer's magnitude of the temporal extent between the starting and ending point.
molting period (larval),PATO,PATO:0000498,increased duration,A duration quality of a process which is relatively high.
molting period (larval),PATO,PATO:0001187,pupal,A maturity quality inhering in a insect by virtue of the bearer's being in the chrysalis (cocoon) or post larval stage.
molting period (nymphal),PATO,PATO:0000499,decreased duration,A duration quality of a process which is relatively low.
molting period (nymphal),PATO,PATO:0001309,duration,A process quality inhering in a bearer by virtue of the bearer's magnitude of the temporal extent between the starting and ending point.
molting period (nymphal),PATO,PATO:0000498,increased duration,A duration quality of a process which is relatively high.
molting period (nymphal),PATO,PATO:0000695,synchronous,A quality of a single process inhering in a bearer by virtue of the bearer's occurring or existing at the same time or having the same period or phase.
molting period (nymphal),PATO,PATO:0000688,asynchronous,A quality of a single process inhering in a bearer by virtue of the bearer's not occurring or existing at the same time or having the same period or phase.
Weight loss,PATO,PATO:0000128,weight,"For any biological use of PATO, the concept that should be used is 'mass' and not 'weight'. For example, increased weight of an organism."
Weight loss,PATO,PATO:0000582,increased weight,A weight which is relatively high.
Weight loss,PATO,PATO:0000583,decreased weight,A weight which is relatively low.
Weight loss,PATO,PATO:0001999,lacks parts or has fewer parts of type,"The bearer of this quality has_part < n of the indicated entity type, where n is the normal amount for a comparable organism. Note that the bearer of the quality is the whole, not the part. Formally: If a bearer entity e has fewer parts of type X at time t, then the number of instances x of X at t such that x part_of e is < n, where n is either the normal number for comparable entities, or n is stated explicitly. This case includes the limit case, where the bearer lacks all parts of the specified type."
Weight loss,PATO,PATO:0002461,wilty,To bend or hang downwards due to loss of water
body length,PATO,PATO:0000122,length,"Length often refers to the longer or longest dimension of an object, however, this is not always true. See https://github.com/pato-ontology/pato/issues/337 for full discussion."
body length,PATO,PATO:0000573,increased length,A length quality which is relatively large.
body length,PATO,PATO:0000574,decreased length,A length quality which is relatively small.
body length,PATO,PATO:0045054,normal length,A length quality which is relatively normal or average
body length,PATO,PATO:0040030,decreased width and length,"A width and length quality which is relatively small, where both width and length are decreased."
egg hatch,PATO,PATO:0001891,ovate,A spheroid quality inhering in a bearer by virtue of the bearer's exhibiting a continuous convex surface with an axis of symmetry and one axis longer than the other; egg-shaped.
egg hatch,PATO,CL:0000025,egg cell,A female gamete where meiosis has progressed to metaphase II and is able to participate in fertilization.
egg hatch,PATO,GO:0007343,egg activation,"The process in which the egg becomes metabolically active, initiates protein and DNA synthesis and undergoes structural changes to its cortex and/or cytoplasm."
egg hatch,PATO,GO:0007293,germarium-derived egg chamber formation,"Construction of a stage-1 egg chamber in the anterior part of the germarium, from the progeny of germ-line and somatic stem cells. An example of this is found in Drosophila melanogaster."
egg hatch,PATO,GO:0009792,embryo development ending in birth or egg hatching,"The process whose specific outcome is the progression of an embryo over time, from zygote formation until the end of the embryonic life stage. The end of the embryonic life stage is organism-specific and may be somewhat arbitrary; for mammals it is usually considered to be birth, for insects the hatching of the first instar larva from the eggshell."
feeding preference,PATO,PATO:0000773,preference,A discrimination quality in a bearer by virtue of the bearer's liking a perceived stimulus.
feeding preference,PATO,PATO:0000772,indifference,A preference quality in a bearer by virtue of the bearer's having no preference to a perceived stimulus.
feeding preference,PATO,PATO:0000771,aversion,A preference quality in a bearer by virtue of the bearer's disliking a perceived stimulus.
feeding preference,PATO,UBERON:0013765,digestive system element,"Any of the organs or elements that are part of the digestive system. Examples: tongue, esophagus, spleen, crop, lunge feeding organ, tooth elements."
oviposition failure,PATO,PATO:0001511,non-functional,A disfunctional quality held by the bearer when the latter is unable to perform a regular function(s).
oviposition failure,PATO,PATO:0002291,agenesis,Absence of a tissue or organ due to failure to develop.
oviposition failure,PATO,PATO:0001483,aplastic,"With aplasia, the primordium or precursor develops, but does not proceed in its development to a mature structure"
oviposition failure,PATO,PATO:0002270,increased accumulation,An increased number of physical objects that are accumulated within another physical object usually as a result of a failure to break down or remove objects in a timely manner.
sex ratio,PATO,PATO:0000047,biological sex,An organismal quality inhering in a bearer by virtue of the bearer's ability to undergo sexual reproduction in order to differentiate the individuals or types involved.
sex ratio,PATO,PATO:0001338,mixed sex,For example a mixture of females and male or males and hermaphrodites.
sex ratio,PATO,PATO:0001894,phenotypic sex,An organismal quality inhering in a bearer by virtue of the bearer's physical expression of sexual characteristics.
sex ratio,PATO,PATO:0020000,genotypic sex,"Note that the chromosomal constitution of genotypic sex varies in different organisms. In human, we have XY, XX, though abnormal XXY, X0, XYY, and other combinations are possible."
sex ratio,PATO,PATO:0060001,sex-specific,A quality inhering in a bearer by virtue of the bearer's being present in one sex and absent from the other in members of the same species.
Feeding Period of Nymphs (Days),PATO,PATO:0000499,decreased duration,A duration quality of a process which is relatively low.
Feeding Period of Nymphs (Days),PATO,PATO:0001309,duration,A process quality inhering in a bearer by virtue of the bearer's magnitude of the temporal extent between the starting and ending point.
Feeding Period of Nymphs (Days),PATO,PATO:0000498,increased duration,A duration quality of a process which is relatively high.
Feeding Period of Nymphs (Days),PATO,PATO:0000033,concentration of,A quality inhering in a substance by virtue of the amount of the bearer's there is mixed with another substance.
Feeding Period of Nymphs (Days),PATO,PATO:0001905,has normal numbers of parts of type,"The bearer of this quality has_part = n, where n is the normal amount for a comparable organism. Note that the bearer of the quality is the whole, not the part."
hatching range,PATO,GO:0009792,embryo development ending in birth or egg hatching,"The process whose specific outcome is the progression of an embryo over time, from zygote formation until the end of the embryonic life stage. The end of the embryonic life stage is organism-specific and may be somewhat arbitrary; for mammals it is usually considered to be birth, for insects the hatching of the first instar larva from the eggshell."
hatching range,PATO,UBERON:0000092,post-embryonic stage,"Stage succeeding embryo, including mature structure."
hatching range,PATO,PATO:0001524,intrasonic,A sound frequency in the range of 0-20 Hz.
hatching range,PATO,PATO:0001526,ultrasonic,A sound frequency in the range of 20 000 + Hz.
hatching range,PATO,PATO:0001292,full-spectrum EM radiation quality,An EM radiation quality that is independent of the EM wavelength range.
head capsule width,PATO,PATO:0000921,width,"Width often refers to the dimension that is greater than the extent in only one of the other two orthogonal dimensions, however, this is not always true. See https://github.com/pato-ontology/pato/issues/337 for full discussion."
head capsule width,PATO,PATO:0000599,decreased width,A width which is relatively small.
head capsule width,PATO,PATO:0000600,increased width,A width which is relatively large.
head capsule width,PATO,PATO:0045061,normal width,A width which is relatively normal or average
head capsule width,PATO,PATO:0040030,decreased width and length,"A width and length quality which is relatively small, where both width and length are decreased."
mortality (larval),PATO,PATO:0001185,larval,"A maturity quality inhering in a bearer by virtue of the bearer's indirect development, undergoing metamorphosis."
mortality (larval),PATO,PATO:0001187,pupal,A maturity quality inhering in a insect by virtue of the bearer's being in the chrysalis (cocoon) or post larval stage.
mortality (larval),PATO,PATO:0001188,prepupal,"A maturity quality inhering in a bearer by virtue of the bearer's being in an inactive stage in the development of some insects, between the larval and the pupal stages."
mortality (larval),PATO,UBERON:0034705,developing neuroepithelium,An embryonic or larval epithelium that is committed to form part of the nervous system.
mortality (larval),PATO,GO:0048598,embryonic morphogenesis,"The process in which anatomical structures are generated and organized during the embryonic phase. The embryonic phase begins with zygote formation. The end of the embryonic phase is organism-specific. For example, it would be at birth for mammals, larval hatching for insects and seed dormancy in plants."
nymph production,PATO,GO:0001816,cytokine production,"Note that this term is in the subset of terms that should not be used for direct gene product annotation. Instead, select one of the 'regulation' children terms."
nymph production,PATO,GO:0001817,regulation of cytokine production,"Any process that modulates the frequency, rate, or extent of production of a cytokine."
nymph production,PATO,GO:0001818,negative regulation of cytokine production,"Any process that stops, prevents, or reduces the rate of production of a cytokine."
nymph production,PATO,GO:0001819,positive regulation of cytokine production,"Any process that activates or increases the frequency, rate or extent of production of a cytokine."
nymph production,PATO,GO:0002351,serotonin production involved in inflammatory response,"The synthesis or release of serotonin following a stimulus as part of an inflammatory response, resulting in an increase in its intracellular or extracellular levels."
body size (apterous),PATO,PATO:0000117,size,A morphology quality inhering in a bearer by virtue of the bearer's physical magnitude.
body size (apterous),PATO,PATO:0000276,brood size,A reproductive quality inhering in the young of an animal by virtue of their number.
body size (apterous),PATO,PATO:0000586,increased size,A size quality which is relatively high.
body size (apterous),PATO,PATO:0000587,decreased size,A size quality which is relatively low.
body size (apterous),PATO,PATO:0005015,tapered size,A size quality inhering in an entity or set of entities in which size increases or decreases along the extent of the entity or set.
fecundity (apterous),PATO,PATO:0000273,fecundity,A reproductive quality inhering in an organism or population by virtue of the bearer's potential reproductive capacity ad measured by the number of gametes.
fecundity (apterous),PATO,PATO:0001695,increased fecundity,A fecundity which is relatively high.
fecundity (apterous),PATO,PATO:0001696,decreased fecundity,A fecundity which is relatively low.
fecundity (apterous),PATO,PATO:0045017,normal fecundity,A fecundity which is relatively normal or average.
fecundity (apterous),PATO,PCO:0000003,quality of a population,A quality that inheres in a population of organisms.
interlarval period,PATO,PATO:0000499,decreased duration,A duration quality of a process which is relatively low.
interlarval period,PATO,PATO:0001309,duration,A process quality inhering in a bearer by virtue of the bearer's magnitude of the temporal extent between the starting and ending point.
interlarval period,PATO,PATO:0000498,increased duration,A duration quality of a process which is relatively high.
interlarval period,PATO,PATO:0000695,synchronous,A quality of a single process inhering in a bearer by virtue of the bearer's occurring or existing at the same time or having the same period or phase.
interlarval period,PATO,PATO:0000688,asynchronous,A quality of a single process inhering in a bearer by virtue of the bearer's not occurring or existing at the same time or having the same period or phase.
effective fecundity,PATO,PATO:0000273,fecundity,A reproductive quality inhering in an organism or population by virtue of the bearer's potential reproductive capacity ad measured by the number of gametes.
effective fecundity,PATO,PATO:0001695,increased fecundity,A fecundity which is relatively high.
effective fecundity,PATO,PATO:0001696,decreased fecundity,A fecundity which is relatively low.
effective fecundity,PATO,PATO:0045017,normal fecundity,A fecundity which is relatively normal or average.
effective fecundity,PATO,PATO:0000769,coordinated,A coordination quality of inhering in a bearer by virtue of the bearer's having skillful and effective interaction of movement.
post-oviposition period,PATO,PATO:0000499,decreased duration,A duration quality of a process which is relatively low.
post-oviposition period,PATO,PATO:0001309,duration,A process quality inhering in a bearer by virtue of the bearer's magnitude of the temporal extent between the starting and ending point.
post-oviposition period,PATO,PATO:0000498,increased duration,A duration quality of a process which is relatively high.
post-oviposition period,PATO,PATO:0000695,synchronous,A quality of a single process inhering in a bearer by virtue of the bearer's occurring or existing at the same time or having the same period or phase.
post-oviposition period,PATO,PATO:0000688,asynchronous,A quality of a single process inhering in a bearer by virtue of the bearer's not occurring or existing at the same time or having the same period or phase.
anabolic rate,PATO,PATO:0000161,rate,A quality of a single process inhering in a bearer by virtue of the bearer's occurrence per unit time.
anabolic rate,PATO,PATO:0000911,decreased rate,A rate which is relatively low.
anabolic rate,PATO,PATO:0000912,increased rate,A rate which is relatively high.
anabolic rate,PATO,PATO:0001492,growth rate,The rate or speed of the change in size of an individual entity or change in number of a population.
anabolic rate,PATO,PATO:0001574,flow rate,A physical quality inhering in a bearer by virtue of the bearer's motion characteristic.
mean fecundity,PATO,PATO:0000273,fecundity,A reproductive quality inhering in an organism or population by virtue of the bearer's potential reproductive capacity ad measured by the number of gametes.
mean fecundity,PATO,PATO:0001695,increased fecundity,A fecundity which is relatively high.
mean fecundity,PATO,PATO:0001696,decreased fecundity,A fecundity which is relatively low.
mean fecundity,PATO,PATO:0045017,normal fecundity,A fecundity which is relatively normal or average.
mean fecundity,PATO,PATO:0040060,absence of anatomical entity,"Absence of anatomical entity should only be used when all of the entity is absent. For example, absent teeth would mean all teeth are absent not some teeth are absent."
